,Unnamed: 0,link,Год постройки,Жилая,Кухня,Общая,Отопление,Парковка,Построен,Район,Срок сдачи,Тип дома,Тип жилья,Тип перекрытий,Цена,Этаж,Мусоропровод_dummy,Лифт_dummy,Авариное,metro_time,Транспорт,Этаж1,Этажей,Доля,Комната,Собственник,Район_<р-н Автозаводский>,Район_<р-н Железнодорожный>,Район_<р-н Кировский>,Район_<р-н Красноглинский>,Район_<р-н Куйбышевский>,Район_<р-н Ленинский>,Район_<р-н Октябрьский>,Район_<р-н Промышленный>,Район_<р-н Самарский>,Район_<р-н Советский>,Тип жилья_<Вторичка>,Тип жилья_<Вторичка Апартаменты>,Тип жилья_<Вторичка Пентхаус>,Тип жилья_<Новостройка>,Тип перекрытий_<Деревянные>,Тип перекрытий_<Железобетонные>,Тип перекрытий_<Смешанные>,Газоснабжение_<Автономное>,Газоснабжение_<Центральное>,Отопление_<Автономная котельная>,Отопление_<Индивидуальный тепловой пункт>,Отопление_<Котел/Квартирное отопление>,Отопление_<Печь>,Отопление_<Центральное>,Транспорт_<В пешей доступности>,Транспорт_<Далеко>,Транспорт_<На транспорте близко>,Комната_<1>,Комната_<2>,Комната_<3>,Комната_<4>,Комната_<5>,Комната_<К>,Комната_<М>,Комната_<С>,Парковка_<Наземная>,Парковка_<Нет инфо>,Парковка_<Подземная>
28,28,https://samara.cian.ru/sale/flat/228133915/,1888.0,23.0,5.0,38.0,Центральное,Нет инфо,,р-н Самарский,,Кирпичный,Вторичка,Деревянные,2100000.0,1 из 2,0,0,1,,Далеко,1.0,2.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,29,https://samara.cian.ru/sale/flat/241090728/,2014.0,15.0,9.0,29.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1460000.0,3 из 3,0,0,0,,Далеко,3.0,3.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,30,https://samara.cian.ru/sale/flat/245597429/,1976.0,13.0,5.0,23.0,Центральное,Нет инфо,,р-н Промышленный,,Панельный,Вторичка,Железобетонные,2050000.0,3 из 9,0,1,0,,Далеко,3.0,9.0,0.3333333333333333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,31,https://samara.cian.ru/sale/flat/244762033/,2015.0,30.0,14.0,59.0,Центральное,Нет инфо,,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4599000.0,3 из 13,0,1,0,,Далеко,3.0,13.0,0.23076923076923078,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,32,https://samara.cian.ru/sale/flat/237597203/,,17.0,11.0,41.0,Нет инфо,Нет инфо,,р-н Ленинский,4 кв. 2020,Нет инфо,Новостройка,Нет инфо,5369000.0,23 из 25,0,0,0,13,В пешей доступности,23.0,25.0,0.92,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,33,https://samara.cian.ru/sale/flat/245416822/,2010.0,21.0,10.0,50.0,Центральное,Нет инфо,,р-н Куйбышевский,,Кирпичный,Вторичка,Железобетонные,2600000.0,6 из 10,0,1,0,,Далеко,6.0,10.0,0.6,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,34,https://samara.cian.ru/sale/flat/237386745/,2011.0,17.0,11.0,33.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1530000.0,3 из 3,0,0,0,,Далеко,3.0,3.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,35,https://samara.cian.ru/sale/flat/226900645/,1962.0,17.0,6.0,29.0,Центральное,Нет инфо,,р-н Куйбышевский,,Кирпичный,Вторичка,Железобетонные,1650000.0,4 из 5,0,0,0,,Далеко,4.0,5.0,0.8,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,36,https://samara.cian.ru/sale/flat/245820094/,2017.0,17.0,9.0,37.0,Автономная котельная,Нет инфо,,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,3300000.0,4 из 18,0,1,0,,Далеко,4.0,18.0,0.2222222222222222,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,37,https://samara.cian.ru/sale/flat/234066713/,,17.0,12.0,47.0,Нет инфо,Нет инфо,,р-н Советский,4 кв. 2022,Нет инфо,Новостройка,Нет инфо,2230000.0,5 из 32,0,0,0,,Далеко,5.0,32.0,0.15625,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,38,https://samara.cian.ru/sale/flat/246064947/,2011.0,15.0,11.0,36.0,Котел/Квартирное отопление,Нет инфо,2011.0,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1600000.0,1 из 3,0,0,0,,Далеко,1.0,3.0,0.3333333333333333,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,39,https://samara.cian.ru/sale/flat/236084777/,1992.0,19.0,8.0,36.0,Центральное,Нет инфо,,р-н Кировский,,Блочный,Вторичка,Железобетонные,2499000.0,5 из 10,0,1,0,,Далеко,5.0,10.0,0.5,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,40,https://samara.cian.ru/sale/flat/241703430/,,16.0,14.0,46.0,Нет инфо,Нет инфо,,р-н Куйбышевский,2 кв. 2022,Нет инфо,Новостройка,Нет инфо,2105100.0,17 из 24,0,0,0,11,На транспорте близко,17.0,24.0,0.7083333333333334,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,41,https://samara.cian.ru/sale/flat/240676357/,,13.0,16.0,43.0,Нет инфо,Нет инфо,,р-н Советский,2 кв. 2023,Нет инфо,Новостройка,Нет инфо,2040740.0,1 из 25,0,0,0,4,На транспорте близко,1.0,25.0,0.04,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,42,https://samara.cian.ru/sale/flat/234516276/,,19.0,5.0,31.0,Нет инфо,Нет инфо,,р-н Красноглинский,,Панельный,Вторичка,Нет инфо,1230000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,43,https://samara.cian.ru/sale/flat/240371385/,2014.0,18.0,11.0,37.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1990000.0,1 из 3,0,0,0,,Далеко,1.0,3.0,0.3333333333333333,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,44,https://samara.cian.ru/sale/flat/243279461/,2011.0,18.0,10.0,40.0,Центральное,Нет инфо,2011.0,р-н Советский,,Кирпичный,Вторичка,Железобетонные,3050000.0,7 из 17,0,1,0,20,В пешей доступности,7.0,17.0,0.4117647058823529,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,45,https://samara.cian.ru/sale/flat/227482559/,1980.0,17.0,6.0,30.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,1450000.0,5 из 9,1,1,0,,Далеко,5.0,9.0,0.5555555555555556,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,46,https://samara.cian.ru/sale/flat/245615135/,,15.0,12.0,40.0,Нет инфо,Нет инфо,,р-н Куйбышевский,1 кв. 2021,Нет инфо,Новостройка,Нет инфо,2384724.0,15 из 24,0,0,0,11,На транспорте близко,15.0,24.0,0.625,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,47,https://samara.cian.ru/sale/flat/245615137/,,15.0,12.0,40.0,Нет инфо,Нет инфо,,р-н Куйбышевский,1 кв. 2021,Нет инфо,Новостройка,Нет инфо,2384724.0,17 из 24,0,0,0,11,На транспорте близко,17.0,24.0,0.7083333333333334,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,48,https://samara.cian.ru/sale/flat/245489856/,1965.0,18.0,6.0,30.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Нет инфо,1750000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,49,https://samara.cian.ru/sale/flat/237722666/,,14.0,11.0,37.0,Нет инфо,Нет инфо,,р-н Кировский,4 кв. 2021,Нет инфо,Новостройка,Нет инфо,2297046.0,13 из 25,0,0,0,11,На транспорте близко,13.0,25.0,0.52,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,50,https://samara.cian.ru/sale/flat/236958447/,2011.0,17.0,10.0,33.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1550000.0,1 из 3,0,0,0,,Далеко,1.0,3.0,0.3333333333333333,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,51,https://samara.cian.ru/sale/flat/240738804/,2012.0,17.0,12.0,33.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1660000.0,1 из 3,0,0,0,,Далеко,1.0,3.0,0.3333333333333333,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,52,https://samara.cian.ru/sale/flat/240677430/,,13.0,16.0,44.0,Нет инфо,Нет инфо,,р-н Советский,2 кв. 2023,Нет инфо,Новостройка,Нет инфо,2394360.0,20 из 25,0,0,0,4,На транспорте близко,20.0,25.0,0.8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,53,https://samara.cian.ru/sale/flat/237597196/,,18.0,16.0,48.0,Нет инфо,Нет инфо,,р-н Ленинский,4 кв. 2020,Нет инфо,Новостройка,Нет инфо,6357000.0,23 из 25,0,0,0,13,В пешей доступности,23.0,25.0,0.92,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,54,https://samara.cian.ru/sale/flat/240678088/,,13.0,16.0,43.0,Нет инфо,Нет инфо,,р-н Советский,2 кв. 2023,Нет инфо,Новостройка,Нет инфо,2431520.0,22 из 25,0,0,0,4,На транспорте близко,22.0,25.0,0.88,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,55,https://samara.cian.ru/sale/flat/244058750/,1963.0,19.0,5.0,32.0,Центральное,Нет инфо,,р-н Советский,,Панельный,Вторичка,Железобетонные,2245000.0,3 из 5,0,0,0,,Далеко,3.0,5.0,0.6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,56,https://samara.cian.ru/sale/flat/241703026/,,16.0,14.0,42.0,Нет инфо,Нет инфо,,р-н Куйбышевский,2 кв. 2022,Нет инфо,Новостройка,Нет инфо,1915550.0,13 из 24,0,0,0,11,На транспорте близко,13.0,24.0,0.5416666666666666,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,57,https://samara.cian.ru/sale/flat/244739084/,,14.0,8.0,38.0,Нет инфо,Нет инфо,,р-н Красноглинский,3 кв. 2021,Нет инфо,Новостройка,Нет инфо,1722554.0,4 из 10,0,0,0,,Далеко,4.0,10.0,0.4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,58,https://samara.cian.ru/sale/flat/245717732/,,15.0,15.0,48.0,Нет инфо,Нет инфо,,р-н Октябрьский,4 кв. 2022,Нет инфо,Новостройка,Нет инфо,4963232.0,11 из 19,0,0,0,13,В пешей доступности,11.0,19.0,0.5789473684210527,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59,59,https://samara.cian.ru/sale/flat/240301769/,2007.0,17.0,9.0,37.0,Центральное,Нет инфо,,р-н Куйбышевский,,Кирпичный,Вторичка,Железобетонные,2000000.0,10 из 10,0,1,0,,Далеко,10.0,10.0,1.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,60,https://samara.cian.ru/sale/flat/246095993/,1977.0,15.0,4.0,22.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,1900000.0,7 из 9,0,1,0,,Далеко,7.0,9.0,0.7777777777777778,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,61,https://samara.cian.ru/sale/flat/243571527/,1974.0,19.0,6.0,30.0,Центральное,Нет инфо,,р-н Куйбышевский,,Кирпичный,Вторичка,Деревянные,1500000.0,2 из 2,0,0,0,,Далеко,2.0,2.0,1.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,62,https://samara.cian.ru/sale/flat/239343945/,,,,57.0,Нет инфо,Нет инфо,,р-н Ленинский,2 кв. 2021,Нет инфо,Новостройка,Нет инфо,5681610.0,11 из 12,0,0,0,4,На транспорте близко,11.0,12.0,0.9166666666666666,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,63,https://samara.cian.ru/sale/flat/243586657/,2002.0,18.0,10.0,37.0,Центральное,Нет инфо,,р-н Куйбышевский,,Панельный,Вторичка,Железобетонные,1850000.0,1 из 5,0,0,0,,Далеко,1.0,5.0,0.2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,64,https://samara.cian.ru/sale/flat/240676353/,,13.0,16.0,44.0,Нет инфо,Нет инфо,,р-н Советский,2 кв. 2023,Нет инфо,Новостройка,Нет инфо,2083980.0,1 из 25,0,0,0,4,На транспорте близко,1.0,25.0,0.04,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,65,https://samara.cian.ru/sale/flat/244739264/,,19.0,8.0,38.0,Нет инфо,Нет инфо,,р-н Красноглинский,3 кв. 2021,Нет инфо,Новостройка,Нет инфо,1650768.0,9 из 10,0,0,0,,Далеко,9.0,10.0,0.9,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66,66,https://samara.cian.ru/sale/flat/245215190/,,15.0,10.0,38.0,Нет инфо,Нет инфо,,р-н Октябрьский,4 кв. 2022,Нет инфо,Новостройка,Нет инфо,3641369.0,1 из 19,0,0,0,13,В пешей доступности,1.0,19.0,0.05263157894736842,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,67,https://samara.cian.ru/sale/flat/241535772/,,19.0,12.0,50.0,Нет инфо,Нет инфо,,р-н Ленинский,1 кв. 2019,Нет инфо,Новостройка,Нет инфо,5010000.0,8 из 16,0,0,0,3,На транспорте близко,8.0,16.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,68,https://samara.cian.ru/sale/flat/244620841/,2015.0,,10.0,50.0,Автономная котельная,Подземная,,р-н Октябрьский,,Монолитный,Вторичка,Железобетонные,4600000.0,22 из 24,0,1,0,4,На транспорте близко,22.0,24.0,0.9166666666666666,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,69,https://samara.cian.ru/sale/flat/217025331/,2017.0,,9.0,32.0,Центральное,Нет инфо,2017.0,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,1550000.0,3 из 16,0,1,0,5,На транспорте близко,3.0,16.0,0.1875,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,70,https://samara.cian.ru/sale/flat/245204130/,2008.0,18.0,13.0,55.0,Автономная котельная,Нет инфо,2008.0,р-н Октябрьский,,Монолитный,Вторичка,Железобетонные,4600000.0,17 из 22,0,1,0,3,На транспорте близко,17.0,22.0,0.7727272727272727,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,71,https://samara.cian.ru/sale/flat/245265450/,,,,36.0,Нет инфо,Нет инфо,,р-н Октябрьский,4 кв. 2021,Нет инфо,Новостройка,Нет инфо,2350000.0,1 из 17,0,0,0,2,На транспорте близко,1.0,17.0,0.058823529411764705,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,72,https://samara.cian.ru/sale/flat/245181339/,1968.0,19.0,5.0,31.0,Центральное,Нет инфо,1968.0,р-н Кировский,,Панельный,Вторичка,Нет инфо,1870000.0,3 из 5,1,0,0,,Далеко,3.0,5.0,0.6,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,73,https://samara.cian.ru/sale/flat/244455147/,1985.0,,9.0,38.0,Центральное,Наземная,1985.0,р-н Железнодорожный,,Панельный,Вторичка,Железобетонные,2950000.0,5 из 9,0,1,0,25,В пешей доступности,5.0,9.0,0.5555555555555556,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
